Index,car & license plates img,license plates in txt,vehicle type,vehicle model & other info
3334,"['https://img03.platesmania.com/210806/m/17258820.jpg', 'https://img03.platesmania.com/210806/inf/17258820cb35af.png']",01 K 001 OA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3335,"['https://img03.platesmania.com/210802/m/17235426.jpg', 'https://img03.platesmania.com/220121/inf/17235426a927cf.png']",01 W 210 JZ,Mercedes-Benz E-Klasse,"['2nd gen Sedan (W210), 1995\xad–2002', 'Uzbekistan  Tashkent   #chillameet ']"
3336,"['https://img03.platesmania.com/210802/m/17235290.jpg', 'https://img03.platesmania.com/220121/inf/172352900aaeaf.png']",01 G 063 NB,Mercedes-Benz G-Klasse,['Uzbekistan  Tashkent ']
3337,"['https://img03.platesmania.com/210802/m/17235261.jpg', 'https://img03.platesmania.com/210802/inf/17235261c7e48d.png']",01 L 303 OB,Mercedes-Benz E-Klasse,['Uzbekistan  Tashkent ']
3338,"['https://img03.platesmania.com/210802/m/17235240.jpg', 'https://img03.platesmania.com/210802/inf/17235240e56171.png']",01 Q 758 LB,Porsche Taycan,"['Sedan, 2019–', 'Uzbekistan  Tashkent ']"
3339,"['https://img03.platesmania.com/210802/m/17234932.jpg', 'https://img03.platesmania.com/210802/inf/172349322ebd93.png']",01 K 763 YA,Mercedes-Benz Actros,"['2nd gen (MP2/MP3), 2003–2021', 'Uzbekistan  Tashkent region ']"
3340,"['https://img03.platesmania.com/210802/m/17234905.jpg', 'https://img03.platesmania.com/210802/inf/17234905b69e2c.png']",10 V 271 UA,DAF XF,"['3rd gen (XF105), 2006–2013', 'Uzbekistan  Tashkent region ']"
3341,"['https://img03.platesmania.com/210729/m/17206999.jpg', 'https://img03.platesmania.com/210729/inf/1720699935f119.png']",10 V 056 HA,Moskvich (AZLK) 402/407/403,"['407, 1958–1962', 'Uzbekistan  Tashkent  #ретро ']"
3342,"['https://img03.platesmania.com/210729/m/17206985.jpg', 'https://img03.platesmania.com/210729/inf/172069858fdb71.png']",01 Z 733 LA,Mercedes-Benz 170,['Uzbekistan  Tashkent region   #ретро ']
3343,"['https://img03.platesmania.com/210729/m/17206965.jpg', 'https://img03.platesmania.com/210729/inf/17206965b373c8.png']",10 E 114 PA,Lada (VAZ) 2101,"['21011/21013 (1974–1988)', 'Uzbekistan  Tashkent region ']"
3344,"['https://img03.platesmania.com/210729/m/17206940.jpg', 'https://img03.platesmania.com/210729/inf/17206940448b97.png']",10 F 701 JA,Chevrolet Nexia,"['1st gen, 2008–2016', 'Uzbekistan  Tashkent region ']"
3345,"['https://img03.platesmania.com/210729/m/17206923.jpg', 'https://img03.platesmania.com/210729/inf/17206923cd7d43.png']",10 O 052 KA,Opel Kadett,"['5th gen (E), 1984–1993', 'Uzbekistan  Tashkent region ']"
3346,"['https://img03.platesmania.com/210729/m/17206902.jpg', 'https://img03.platesmania.com/210729/inf/17206902ecd741.png']",01 N 526 NA,BMW 3 Series,"['2nd gen Coupé (E30), 1982–1994', 'Uzbekistan  Tashkent region ']"
3347,"['https://img03.platesmania.com/210729/m/17206863.jpg', 'https://img03.platesmania.com/210729/inf/17206863382697.png']",30 Y 008 UA,Lada (VAZ) 2114,['Uzbekistan  Tashkent region ']
3348,"['https://img03.platesmania.com/210729/m/17206838.jpg', 'https://img03.platesmania.com/210729/inf/172068383e8ebd.png']",01 E 909 HB,Lada (VAZ) 2114,['Uzbekistan  Tashkent region ']
3349,"['https://img03.platesmania.com/210729/m/17206819.jpg', 'https://img03.platesmania.com/210729/inf/17206819bbaa37.png']",01 D 909 AA,Lada (VAZ) 2109,['Uzbekistan  Tashkent region ']
3350,"['https://img03.platesmania.com/210729/m/17206798.jpg', 'https://img03.platesmania.com/210729/inf/17206798141816.png']",01 R 008 FA,Lada (VAZ) 2108,['Uzbekistan  Tashkent region ']
3351,"['https://img03.platesmania.com/210729/m/17206786.jpg', 'https://img03.platesmania.com/210729/inf/172067860bd0f9.png']",01 B 893 AB,Lada (VAZ) 2108,['Uzbekistan  Tashkent region ']
3352,"['https://img03.platesmania.com/210729/m/17206765.jpg', 'https://img03.platesmania.com/210729/inf/17206765fd7798.png']",01 W 921 CA,Lada (VAZ) 2108,['Uzbekistan  Tashkent region ']
3353,"['https://img03.platesmania.com/210729/m/17206748.jpg', 'https://img03.platesmania.com/210729/inf/1720674861fcd6.png']",01 W 608 VA,Lada (VAZ) 2108,['Uzbekistan  Tashkent region ']
3354,"['https://img03.platesmania.com/210729/m/17206705.jpg', 'https://img03.platesmania.com/210729/inf/172067055db7fc.png']",10 R 177 RA,Chevrolet Lacetti,['Uzbekistan  Tashkent region ']
3355,"['https://img03.platesmania.com/210729/m/17206686.jpg', 'https://img03.platesmania.com/210729/inf/17206686667302.png']",10 R 177 RA,Chevrolet Lacetti,['Uzbekistan  Tashkent region ']
3356,"['https://img03.platesmania.com/210729/m/17206656.jpg', 'https://img03.platesmania.com/210729/inf/172066565ec6a7.png']",01 C 770 MB,Mercedes-Benz GLC-Klasse,"['1st gen Coupé (C253), 2016–2019', 'Uzbekistan  Tashkent region ']"
3357,"['https://img03.platesmania.com/210727/m/17191528.jpg', 'https://img03.platesmania.com/210727/inf/17191528d07c14.png']",01 K 904 MB,Chevrolet Matiz,"['1st gen (M150), facelift, 2004\xad–2005 (\xad–2015 for UZ-market)', 'Uzbekistan  Tashkent ']"
3358,"['https://img03.platesmania.com/210727/m/17191523.jpg', 'https://img03.platesmania.com/210727/inf/17191523bdbeeb.png']",01 F 157 HA,Daewoo Matiz,['Uzbekistan  Tashkent  #BMW ']
3359,"['https://img03.platesmania.com/210727/m/17191516.jpg', 'https://img03.platesmania.com/210727/inf/171915165e01d0.png']",01 U 013 NB,Mitsubishi Lancer,['Uzbekistan  Tashkent ']
3360,"['https://img03.platesmania.com/210727/m/17191485.jpg', 'https://img03.platesmania.com/210727/inf/17191485ec7471.png']",01 S 020 XA,Tesla Model S,['Uzbekistan  Tashkent ']
3361,"['https://img03.platesmania.com/210727/m/17191476.jpg', 'https://img03.platesmania.com/210727/inf/17191476ce1806.png']",01 B 356 NB,Tesla Model 3,['Uzbekistan  Tashkent ']
3362,"['https://img03.platesmania.com/210727/m/17191454.jpg', 'https://img03.platesmania.com/210727/inf/17191454787104.png']",01 P 040 HB,Tesla Model 3,['Uzbekistan  Tashkent ']
3363,"['https://img03.platesmania.com/210727/m/17191438.jpg', 'https://img03.platesmania.com/210727/inf/17191438b3a549.png']",01 Y 612 LB,Tesla Model 3,['Uzbekistan  Tashkent ']
3364,"['https://img03.platesmania.com/210727/m/17191423.jpg', 'https://img03.platesmania.com/210727/inf/17191423b429f4.png']",01 W 606 KB,Tesla Model S,['Uzbekistan  Tashkent ']
3365,"['https://img03.platesmania.com/210727/m/17191412.jpg', 'https://img03.platesmania.com/210727/inf/171914127120bf.png']",01 X 051 LB,HUMMER H2,"['SUV, 2003–2009', 'Uzbekistan  Tashkent ']"
3366,"['https://img03.platesmania.com/210727/m/17191379.jpg', 'https://img03.platesmania.com/210727/inf/1719137913c79d.png']",01 C 818 BB,Audi A5,"['1st gen Sportback (8T), facelift, 2011–2016 (general model)', 'Uzbekistan  Tashkent ']"
3367,"['https://img03.platesmania.com/210727/m/17191368.jpg', 'https://img03.platesmania.com/210727/inf/17191368ce6c36.png']",01 F 923 HB,Mercedes-Benz CLA-Klasse,"['2nd gen 4-door Coupé (C118), 2019–', 'Uzbekistan  Tashkent ']"
3368,"['https://img03.platesmania.com/210727/m/17191350.jpg', 'https://img03.platesmania.com/210727/inf/171913502e0201.png']",01 U 515 ZA,BMW X5,"['1st gen (E53), 1999–2006', 'Uzbekistan  Tashkent ']"
3369,"['https://img03.platesmania.com/210727/m/17191341.jpg', 'https://img03.platesmania.com/210727/inf/1719134115f3eb.png']",01 Q 707 RA,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Uzbekistan  Tashkent ']"
3370,"['https://img03.platesmania.com/210727/m/17191331.jpg', 'https://img03.platesmania.com/210727/inf/17191331268d04.png']",01 J 735 GB,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Uzbekistan  Tashkent ']"
3371,"['https://img03.platesmania.com/210727/m/17191309.jpg', 'https://img03.platesmania.com/210727/inf/171913099f358a.png']",01 O 839 KB,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Uzbekistan  Tashkent ']"
3372,"['https://img03.platesmania.com/210727/m/17191274.jpg', 'https://img03.platesmania.com/210727/inf/17191274d8e115.png']",01 L 245 NB,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Uzbekistan  Tashkent ']"
3373,"['https://img03.platesmania.com/210727/m/17191237.jpg', 'https://img03.platesmania.com/210727/inf/17191237aa8b7f.png']",01 O 404 CA,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Uzbekistan  Tashkent ']"
3374,"['https://img03.platesmania.com/210727/m/17191201.jpg', 'https://img03.platesmania.com/210727/inf/171912018595cb.png']",01 Z 221 WA,Mercedes-Benz S-Klasse,"['7th gen (V221/W221), 2005–2013', 'Uzbekistan  Tashkent region ']"
3375,"['https://img03.platesmania.com/210727/m/17191191.jpg', 'https://img03.platesmania.com/210727/inf/17191191d9e431.png']",10 P 221 TA,Mercedes-Benz S-Klasse,"['7th gen (V221/W221), 2005–2013', 'Uzbekistan  Tashkent region ']"
3376,"['https://img03.platesmania.com/210727/m/17191178.jpg', 'https://img03.platesmania.com/210727/inf/1719117857be83.png']",10 A 909 HA,Chrysler 300C,"['1st gen, 2005-2010', 'Uzbekistan  Tashkent region   #зеркальный ']"
3377,"['https://img03.platesmania.com/210727/m/17191117.jpg', 'https://img03.platesmania.com/210727/inf/17191117160580.png']",01 J 090 JB,Volvo XC90,"['2nd gen, 2015–', 'Uzbekistan  Tashkent ']"
3378,"['https://img03.platesmania.com/210727/m/17191092.jpg', 'https://img03.platesmania.com/210727/inf/17191092a8cb1e.png']",01 C 818 BB,Audi A5,"['1st gen Sportback (8T), facelift, 2011–2016 (general model)', 'Uzbekistan  Tashkent ']"
3379,"['https://img03.platesmania.com/210727/m/17191077.jpg', 'https://img03.platesmania.com/210727/inf/17191077968a08.png']",01 A 717 UA,Mercedes-Benz M-Klasse,"['3rd gen (W166), 2011–2015', 'Uzbekistan  Tashkent  #зеркальный ']"
3380,"['https://img03.platesmania.com/210727/m/17190040.jpg', 'https://img03.platesmania.com/210727/inf/1719004021f66d.png']",10 L 722 QA,BMW X5,"['1st gen (E53), 1999–2006', 'Uzbekistan  Tashkent region ']"
3381,"['https://img03.platesmania.com/210727/m/17190037.jpg', 'https://img03.platesmania.com/210727/inf/17190037c26989.png']",30 C 303 TA,Mercedes-Benz E-Klasse,"['4th gen Sedan (W212), facelift, 2013\xad–2016', 'Uzbekistan  Tashkent ']"
3382,"['https://img03.platesmania.com/210727/m/17190033.jpg', 'https://img03.platesmania.com/210727/inf/171900335ebf33.png']",85 O 808 AA,Toyota Corolla,"['9th gen Sedan (E120; Global-market), 2000–2007', 'Uzbekistan  Tashkent ']"
3383,"['https://img03.platesmania.com/210727/m/17190027.jpg', 'https://img03.platesmania.com/210727/inf/17190027f73a8c.png']",70 B 707 BA,ZIL 130,['Uzbekistan  Tashkent ']
3384,"['https://img03.platesmania.com/210727/m/17190021.jpg', 'https://img03.platesmania.com/210727/inf/171900210f74bb.png']",70 N 707 QA,Volkswagen Caddy,"['3rd gen (2K), 2nd facelift, 2015–2020', 'Uzbekistan  Tashkent ']"
3385,"['https://img03.platesmania.com/210727/m/17190017.jpg', 'https://img03.platesmania.com/210727/inf/17190017d4a4d5.png']",01 F 484 PA,Audi Q7,['Uzbekistan  Tashkent ']
3386,"['https://img03.platesmania.com/210727/m/17190013.jpg', 'https://img03.platesmania.com/210727/inf/17190013754c6b.png']",01 Q 741 MB,Toyota Tundra,"['2nd gen (XK50), 2006–2013', 'Uzbekistan  Tashkent ']"
3387,"['https://img03.platesmania.com/210727/m/17190011.jpg', 'https://img03.platesmania.com/210727/inf/17190011fd4de4.png']",01 T 620 PA,Suzuki Jimny,"['2nd gen (SJ/JA/JB), 1981–1988', 'Uzbekistan  Tashkent ']"
3388,"['https://img03.platesmania.com/210727/m/17190005.jpg', 'https://img03.platesmania.com/210727/inf/17190005fd7514.png']",01 M 679 MB,BMW 3 Series,"['5th gen Convertible (E93), 2006–2013', 'Uzbekistan  Tashkent ']"
3389,"['https://img03.platesmania.com/210727/m/17189995.jpg', 'https://img03.platesmania.com/210727/inf/171899957402d8.png']",01 M 679 MB,BMW 3 Series,"['5th gen Convertible (E93), 2006–2013', 'Uzbekistan  Tashkent ']"
3390,"['https://img03.platesmania.com/210727/m/17189990.jpg', 'https://img03.platesmania.com/210727/inf/171899908afc65.png']",10 U 694 UA,Chevrolet Camaro,"['6th gen (Alpha I), 2015–2018', 'Uzbekistan  Tashkent ']"
3391,"['https://img03.platesmania.com/210727/m/17189988.jpg', 'https://img03.platesmania.com/210727/inf/1718998825aaaf.png']",01 J 253 MB,Audi TT,"['1st gen (8N), 1998-2006', 'Uzbekistan  Tashkent ']"
3392,"['https://img03.platesmania.com/210725/m/17179146.jpg', 'https://img03.platesmania.com/210730/inf/17179146f394c9.png']",10 V 056 HA,Moskvich (AZLK) 402/407/403,"['407, 1958–1962', 'Uzbekistan  Tashkent ']"
3393,"['https://img03.platesmania.com/210725/m/17179131.jpg', 'https://img03.platesmania.com/210725/inf/171791314d884d.png']",40 N 433 KA,GAZ 21 Волга,['Uzbekistan  Tashkent region ']
3394,"['https://img03.platesmania.com/210725/m/17179109.jpg', 'https://img03.platesmania.com/210725/inf/1717910946ba56.png']",01 Y 303 CB,Audi e-tron,"['Sportback, 2020–', 'Uzbekistan  Tashkent ']"
3395,"['https://img03.platesmania.com/210725/m/17179074.jpg', 'https://img03.platesmania.com/210725/inf/17179074d985ae.png']",01 O 303 FB,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3396,"['https://img03.platesmania.com/210725/m/17179054.jpg', 'https://img03.platesmania.com/210725/inf/17179054cdffac.png']",01 O 707 TA,Lexus LX,"['3rd gen (J200), 2nd facelift, 2015–2021', 'Uzbekistan  Tashkent ']"
3397,"['https://img03.platesmania.com/210725/m/17179037.jpg', 'https://img03.platesmania.com/210725/inf/17179037463051.png']",01 O 909 OA,Chevrolet Malibu,"['6th gen, 2016–', 'Uzbekistan  Tashkent ']"
3398,"['https://img03.platesmania.com/210725/m/17179002.jpg', 'https://img03.platesmania.com/210725/inf/171790026e80a5.png']",01 B 775 EB,BMW X6M,"['2nd gen (F86), 2015–2019', 'Uzbekistan  Tashkent ']"
3399,"['https://img03.platesmania.com/210725/m/17178990.jpg', 'https://img03.platesmania.com/210725/inf/17178990f2fa04.png']",01 V 161 KB,Mercedes-Benz G-Klasse,['Uzbekistan  Tashkent ']
3400,"['https://img03.platesmania.com/210725/m/17178973.jpg', 'https://img03.platesmania.com/210725/inf/17178973673219.png']",01 O 190 HB,Mercedes-Benz GLE-Klasse,"['2nd gen (V167), 2019–', 'Uzbekistan  Tashkent ']"
3401,"['https://img03.platesmania.com/210725/m/17178938.jpg', 'https://img03.platesmania.com/210725/inf/17178938242166.png']",01 L 241 LA,Lada (VAZ) 2106,['Uzbekistan  Tashkent ']
3402,"['https://img03.platesmania.com/210725/m/17178929.jpg', 'https://img03.platesmania.com/210725/inf/171789293ca8b6.png']",01 Q 142 HB,Porsche Cayenne,['Uzbekistan  Tashkent ']
3403,"['https://img03.platesmania.com/210725/m/17178907.jpg', 'https://img03.platesmania.com/210725/inf/171789074f6b4c.png']",01 Z 350 AA,Lexus ES,['Uzbekistan  Tashkent ']
3404,"['https://img03.platesmania.com/210725/m/17178888.jpg', 'https://img03.platesmania.com/210725/inf/17178888e9a9c7.png']",01 O 770 OA,Lexus LX,"['3rd gen (J200), 2nd facelift, 2015–2021', 'Uzbekistan  Tashkent ']"
3405,"['https://img03.platesmania.com/210725/m/17178855.jpg', 'https://img03.platesmania.com/210725/inf/17178855ddc56d.png']",01 O 606 TA,Chevrolet Lacetti,['Uzbekistan  Tashkent ']
3406,"['https://img03.platesmania.com/210725/m/17178836.jpg', 'https://img03.platesmania.com/210725/inf/1717883627b4bd.png']",01 J 707 JA,Toyota Land Cruiser,"['200 (J200), 2nd facelift, 2015–2021', 'Uzbekistan  Tashkent ']"
3407,"['https://img03.platesmania.com/210725/m/17178811.jpg', 'https://img03.platesmania.com/210725/inf/17178811d8d155.png']",01 B 101 CA,BMW 2 Series,"['1st gen Coupé (F22), 2014–2021', 'Uzbekistan  Tashkent ']"
3408,"['https://img03.platesmania.com/210725/m/17178792.jpg', 'https://img03.platesmania.com/210725/inf/17178792f00947.png']",01 L 808 RA,BMW 4 Series,"['1st gen Coupé (F32), 2013–2020', 'Uzbekistan  Tashkent ']"
3409,"['https://img03.platesmania.com/210725/m/17178778.jpg', 'https://img03.platesmania.com/210725/inf/1717877880d01a.png']",01 S 528 EA,BMW 5 Series,"['4th gen Sedan (E39), 1995–2003', 'Uzbekistan  Tashkent ']"
3410,"['https://img03.platesmania.com/210725/m/17178772.jpg', 'https://img03.platesmania.com/210725/inf/17178772f9e39b.png']",01 L 077 HA,BMW 5 Series,"['5th gen Sedan (E60), 2003–2010', 'Uzbekistan  Tashkent ']"
3411,"['https://img03.platesmania.com/210725/m/17178760.jpg', 'https://img03.platesmania.com/210725/inf/17178760d54b39.png']",01 P 141 BA,BMW 3 Series,"['4th gen Sedan (E46), 1997–2005', 'Uzbekistan  Tashkent ']"
3412,"['https://img03.platesmania.com/210725/m/17178725.jpg', 'https://img03.platesmania.com/210725/inf/171787255d23f1.png']",01 G 620 VA,Land Rover Range Rover Sport,"['1st gen (L320), 2005–2013', 'Uzbekistan  Tashkent ']"
3413,"['https://img03.platesmania.com/210725/m/17178707.jpg', 'https://img03.platesmania.com/210725/inf/17178707b78bb6.png']",01 D 010 TA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3414,"['https://img03.platesmania.com/210725/m/17178696.jpg', 'https://img03.platesmania.com/210725/inf/1717869635f91c.png']",01 A 707 DA,Toyota Camry,['Uzbekistan  Tashkent  #зеркальный ']
3415,"['https://img03.platesmania.com/210725/m/17178673.jpg', 'https://img03.platesmania.com/210725/inf/17178673d658c2.png']",10 B 177 SA,Chevrolet Captiva,['Uzbekistan  Tashkent ']
3416,"['https://img03.platesmania.com/210725/m/17178661.jpg', 'https://img03.platesmania.com/210725/inf/171786614e1da7.png']",01 D 225 CB,Audi A8,"['2nd gen (D3), 2002–2009', 'Uzbekistan  Tashkent ']"
3417,"['https://img03.platesmania.com/210725/m/17178647.jpg', 'https://img03.platesmania.com/210725/inf/171786471b5082.png']",01 S 511 CB,Mercedes-Benz E-Klasse,"['5th gen Sedan (V213/W213), 2016\xad–2020', 'Uzbekistan  Tashkent ']"
3418,"['https://img03.platesmania.com/210725/m/17178633.jpg', 'https://img03.platesmania.com/210725/inf/1717863385c560.png']",01 K 505 GB,Mercedes-Benz GLC-Klasse,"['1st gen Coupé (C253), facelift, 2019–', 'Uzbekistan  Tashkent ']"
3419,"['https://img03.platesmania.com/210725/m/17178540.jpg', 'https://img03.platesmania.com/210725/inf/171785401772a9.png']",01 M 880 EB,BMW 3 Series,"['6th gen Sedan (F30/F35), 2012–2019', 'Узбекистан  Ташкент ']"
3420,"['https://img03.platesmania.com/210725/m/17178476.jpg', 'https://img03.platesmania.com/210725/inf/17178476c9ca3f.png']",01 N 842 LB,BMW M3,"['4th gen Sedan (E90), 2008–2013', 'Узбекистан  Ташкент ']"
3421,"['https://img03.platesmania.com/210725/m/17178456.jpg', 'https://img03.platesmania.com/210725/inf/17178456649819.png']",01 T 110 DA,BMW 3 Series,"['5th gen Sedan (E90), 2005–2011', 'Узбекистан  Ташкент ']"
3422,"['https://img03.platesmania.com/210725/m/17178437.jpg', 'https://img03.platesmania.com/210725/inf/171784370f974d.png']",80 G 808 MA,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Узбекистан  Ташкент ']"
3423,"['https://img03.platesmania.com/210620/m/16955138.jpg', 'https://img03.platesmania.com/210620/inf/16955138c49663.png']",01 B 908 BB,Chevrolet Captiva,['Узбекистан  Ташкент ']
3424,"['https://img03.platesmania.com/210620/m/16955123.jpg', 'https://img03.platesmania.com/210620/inf/169551239c0e68.png']",01 B 487 BB,Chevrolet Spark,"['3rd gen (M300), 2009–2017 (–present for CIS-market)', 'Узбекистан  Ташкент ']"
3425,"['https://img03.platesmania.com/210620/m/16955120.jpg', 'https://img03.platesmania.com/210620/inf/16955120590be1.png']",01 B 781 BB,Chevrolet Lacetti,['Узбекистан  Ташкент ']
3426,"['https://img03.platesmania.com/210620/m/16955106.jpg', 'https://img03.platesmania.com/210620/inf/169551060d26e3.png']",01 B 027 BB,Chevrolet Nexia,"['2nd gen (T250), 2016–', 'Узбекистан  Ташкент ']"
3427,"['https://img03.platesmania.com/210620/m/16955098.jpg', 'https://img03.platesmania.com/210620/inf/169550985d1568.png']",01 B 026 BB,Chevrolet Cobalt,"['2nd gen (UZ- and LATAM-market), 2011– (–2016\xad for LATAM-market)', 'Узбекистан  Ташкент ']"
